text,polarity,id,polarity_nb,polarity_svm
"once folks started hanging out at the barbershop , they never wanted to leave . chances are you won't , either .",positive,2774,NA,NA
george lucas returns as a visionary with a tale full of nuance and character dimension .,positive,2775,NA,NA
can be viewed as pure composition and form -- film as music,positive,2776,NA,NA
an extraordinary dramatic experience .,positive,2777,NA,NA
"every individual will see the movie through the prism of his or her own beliefs and prejudices , but the one thing most will take away is the sense that peace is possible . that , in itself , is extraordinary .",positive,2778,NA,NA
"if you can tolerate the redneck-versus-blueblood cliches that the film trades in , sweet home alabama is diverting in the manner of jeff foxworthy's stand-up act .",positive,2779,NA,NA
"it's a treat watching shaw , a british stage icon , melting under the heat of phocion's attentions .",positive,2780,NA,NA
"all in all , an interesting look at the life of the campaign-trail press , especially ones that don't really care for the candidate they're forced to follow .",positive,2781,NA,NA
narc is a no-bull throwback to 1970s action films . it zips along with b-movie verve while adding the rich details and go-for-broke acting that heralds something special .,positive,2782,NA,NA
me without you has a bracing truth that's refreshing after the phoniness of female-bonding pictures like divine secrets of the ya-ya sisterhood .,positive,2783,NA,NA
"it's a strange film , one that was hard for me to warm up to .",positive,2784,NA,NA
"the result puts a human face on derrida , and makes one of the great minds of our times interesting and accessible to people who normally couldn't care less .",positive,2786,NA,NA
the scorpion king is more fun than conan the barbarian .,positive,2787,NA,NA
"if there's one big point to promises , it's that nothing can change while physical and psychological barriers keep the sides from speaking even one word to each other .",positive,2788,NA,NA
this is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies .,positive,2791,NA,NA
"i liked it because it was so endlessly , grotesquely , inventive .",positive,2792,NA,NA
audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .,positive,2793,NA,NA
credit director ramsay for taking the sometimes improbable story and making it feel realistic .,positive,2794,NA,NA
"this is dicaprio's best performance in anything ever , and easily the most watchable film of the year .",positive,2795,NA,NA
"witherspoon puts to rest her valley-girl image , but it's dench who really steals the show .",positive,2796,NA,NA
"even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end . . . you almost don't notice the 129-minute running time .",positive,2797,NA,NA
"ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints .",positive,2799,NA,NA
manages to be wholesome and subversive at the same time .,positive,2801,NA,NA
blithely anachronistic and slyly achronological .,positive,2804,NA,NA
"this starts off with a 1950's doris day feel and it gets very ugly , very fast . the first five minutes will have you talking 'til the end of the year !",positive,2805,NA,NA
"triumph of love is a very silly movie , but the silliness has a pedigree .",positive,2806,NA,NA
discursive but oddly riveting documentary .,positive,2807,NA,NA
"the movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people .",positive,2808,NA,NA
"on its own , big trouble could be considered a funny little film .",positive,2809,NA,NA
"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band .",positive,2810,NA,NA
a coming-of-age movie that hollywood wouldn't have the guts to make .,positive,2813,NA,NA
it is quite a vision .,positive,2814,NA,NA
"there are laughs aplenty , and , as a bonus , viewers don't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies .",positive,2815,NA,NA
a bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation .,positive,2816,NA,NA
salma goes native and she's never been better in this colorful bio-pic of a mexican icon .,positive,2818,NA,NA
"as chilling and fascinating as philippe mora's modern hitler-study , snide and prejudice .",positive,2820,NA,NA
an hour and a half of joyful solo performance .,positive,2821,NA,NA
strange and beautiful film .,positive,2822,NA,NA
parker cannot sustain the buoyant energy level of the film's city beginnings into its country conclusion,positive,2824,NA,NA
. . . a guiltless film for nice evening out .,positive,2826,NA,NA
"it's a treat � a delightful , witty , improbable romantic comedy with a zippy jazzy score� grant and bullock make it look as though they are having so much fun .",positive,2828,NA,NA
"performances all around are tops , with the two leads delivering oscar-caliber performances .",positive,2829,NA,NA
"everything about the quiet american is good , except its timing .",positive,2830,NA,NA
a savage john waters-like humor that dances on the edge of tastelessness without ever quite falling over .,positive,2831,NA,NA
at once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .,positive,2832,NA,NA
may seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman .,positive,2833,NA,NA
"they're just a couple of cops in copmovieland , these two , but in narc , they find new routes through a familiar neighborhood .",positive,2835,NA,NA
it's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .,positive,2837,NA,NA
"it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .",positive,2838,NA,NA
"you can almost see mendes and company getting together before a single frame had been shot and collectively vowing , 'this is going to be something really good . ' and it is .",positive,2839,NA,NA
"foster and whitaker are especially fine . she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .",positive,2840,NA,NA
a movie that will wear you out and make you misty even when you don't want to be .,positive,2842,NA,NA
"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",positive,2843,NA,NA
"though the story . . . is hackneyed , the characters have a freshness and modesty that transcends their predicament .",positive,2844,NA,NA
"although frailty fits into a classic genre , in its script and execution it is a remarkably original work .",positive,2845,NA,NA
"the climactic events are so well realized that you may forget all about the original conflict , just like the movie does",positive,2847,NA,NA
a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children's television .,positive,2848,NA,NA
"all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .",positive,2849,NA,NA
"if a horror movie's primary goal is to frighten and disturb , then they works spectacularly well . . . a shiver-inducing , nerve-rattling ride .",positive,2850,NA,NA
"a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences .",positive,2851,NA,NA
"brilliantly written and well-acted , yellow asphalt is an uncompromising film .",positive,2852,NA,NA
"that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) . . .",positive,2853,NA,NA
"personal velocity has a no-frills docu-dogma plainness , yet miller lingers on invisible , nearly psychic nuances , leaping into digressions of memory and desire . she boxes these women's souls right open for us .",positive,2854,NA,NA
a fascinating literary mystery story with multiple strands about the controversy of who really wrote shakespeare's plays .,positive,2855,NA,NA
". . . flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",positive,2859,NA,NA
the trials of henry kissinger is a remarkable piece of filmmaking � because you get it .,positive,2860,NA,NA
what it lacks in substance it makes up for in heart .,positive,2862,NA,NA
robert harmon's less-is-more approach delivers real bump-in -the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film's thick shadows .,positive,2863,NA,NA
genuinely unnerving .,positive,2864,NA,NA
"american and european cinema has amassed a vast holocaust literature , but it is impossible to think of any film more challenging or depressing than the grey zone .",positive,2865,NA,NA
a compelling film .,positive,2866,NA,NA
"with its hint of an awkward hitchcockian theme in tact , harmon's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone",positive,2867,NA,NA
"in auteil's less dramatic but equally incisive performance , he's a charismatic charmer likely to seduce and conquer .",positive,2868,NA,NA
"the heart of the film is a touching reflection on aging , suffering and the prospect of death .",positive,2869,NA,NA
its director's most substantial feature for some time .,positive,2871,NA,NA
"fontaine's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .",positive,2872,NA,NA
"the son of the bride's humour is born out of an engaging storyline , which also isn't embarrassed to make you reach for the tissues . this movie is to be cherished .",positive,2873,NA,NA
". . . a visually seductive , unrepentantly trashy take on rice's second installment of her vampire chronicles .",positive,2874,NA,NA
"the story's scope and pageantry are mesmerizing , and mr . day-lewis roars with leonine power .",positive,2875,NA,NA
"twenty years later , e . t . is still a cinematic touchstone .",positive,2877,NA,NA
"this fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air .",positive,2878,NA,NA
it's virtually impossible to like any of these despicable characters .,positive,2879,NA,NA
"this is mostly well-constructed fluff , which is all it seems intended to be .",positive,2880,NA,NA
"even through its flaws , revolution #9 proves to be a compelling , interestingly told film .",positive,2881,NA,NA
the best way to describe it is as a cross between paul thomas anderson's magnolia and david lynch's mulholland dr .,positive,2882,NA,NA
"watching this film , one is left with the inescapable conclusion that hitchens' obsession with kissinger is , at bottom , a sophisticated flower child's desire to purge the world of the tooth and claw of human power .",positive,2885,NA,NA
there is no denying the power of polanski's film . . .,positive,2886,NA,NA
"the movie is amateurish , but it's a minor treat .",positive,2887,NA,NA
"this charming but slight tale has warmth , wit and interesting characters compassionately portrayed .",positive,2888,NA,NA
"el t�tulo no enga�a : la pel�cula narra una historia donde una mujer enfrentar� cierta realidad , y donde el sexo es . . .",positive,2889,NA,NA
offers a persuasive look at a defeated but defiant nation in flux .,positive,2890,NA,NA
'interesante y disfrutable trabajo gracias a que prescinde del cl�sico elemento estadounidense patriotero y manipulador . ',positive,2891,NA,NA
a return to pure disney magic and is enjoyable family fare .,positive,2892,NA,NA
takes a fresh and absorbing look at a figure whose legacy had begun to bronze .,positive,2893,NA,NA
a triumph of pure craft and passionate heart .,positive,2894,NA,NA
"gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",positive,2895,NA,NA
"even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , scratch is great fun , full of the kind of energy it's documenting .",positive,2897,NA,NA
got a david lynch jones ? then you'd do well to check this one out because it's straight up twin peaks action . . .,positive,2898,NA,NA
"take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .",positive,2900,NA,NA
"it's hard to fairly judge a film like ringu when you've seen the remake first . many of the effective horror elements are dampened through familiarity , [yet] are worthwhile .",positive,2901,NA,NA
one of the very best movies ever made about the life of moviemaking .,positive,2902,NA,NA
rarely does such high-profile talent serve such literate material .,positive,2903,NA,NA
an elegant and sly deadpan comedy .,positive,2904,NA,NA
"land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .",positive,2906,NA,NA
'blue crush' swims away with the sleeper movie of the summer award .,positive,2907,NA,NA
"you're not merely watching history , you're engulfed by it .",positive,2908,NA,NA
a chick flick for guys .,positive,2909,NA,NA
"it's mildly entertaining , especially if you find comfort in familiarity . but it's hardly a necessary enterprise .",positive,2910,NA,NA
"as home movie gone haywire , it's pretty enjoyable , but as sexual manifesto , i'd rather listen to old tori amos records .",positive,2912,NA,NA
"like an episode of mtv's undressed , with 20 times the creativity but without any more substance . . . indulgently entertaining but could have and should have been deeper .",positive,2914,NA,NA
deliciously slow .,positive,2915,NA,NA
"it's not just a feel-good movie , it's a feel movie . you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .",positive,2917,NA,NA
"what makes barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .",positive,2919,NA,NA
"watching these two actors play against each other so intensely , but with restraint , is a treat .",positive,2920,NA,NA
"an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .",positive,2921,NA,NA
"a meditation on faith and madness , frailty is blood-curdling stuff .",positive,2922,NA,NA
"the production design , score and choreography are simply intoxicating .",positive,2923,NA,NA
"a comedy that is warm , inviting , and surprising .",positive,2924,NA,NA
so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt .,positive,2925,NA,NA
"suspend your disbelief here and now , or you'll be shaking your head all the way to the credits .",positive,2926,NA,NA
. . . one of the more influential works of the 'korean new wave' .,positive,2928,NA,NA
"implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all .",positive,2929,NA,NA
a beautifully tooled action thriller about love and terrorism in korea .,positive,2930,NA,NA
"director-writer bille august . . . depicts this relationship with economical grace , letting his superb actors convey martin's deterioration and barbara's sadness -- and , occasionally , anger .",positive,2931,NA,NA
"victor rosa is leguizamo's best movie work so far , a subtle and richly internalized performance .",positive,2932,NA,NA
"birthday girl doesn't try to surprise us with plot twists , but rather seems to enjoy its own transparency .",positive,2933,NA,NA
"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off- broadway play .",positive,2934,NA,NA
topics that could make a sailor blush - but lots of laughs .,positive,2935,NA,NA
"michael moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he's got as potent a topic as ever here .",positive,2936,NA,NA
"a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna .",positive,2937,NA,NA
"about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .",positive,2938,NA,NA
"the film is a fierce dance of destruction . its flame-like , roiling black-and-white inspires trembling and gratitude .",positive,2940,NA,NA
a riveting documentary .,positive,2941,NA,NA
. . . manages to fall closer in quality to silence than to the abysmal hannibal .,positive,2943,NA,NA
"you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet .",positive,2944,NA,NA
diane lane works nothing short of a minor miracle in unfaithful .,positive,2945,NA,NA
takashi miike keeps pushing the envelope : ichi the killer,positive,2946,NA,NA
"a fantastic premise anchors this movie , but what it needs is either a more rigid , blair witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies .",positive,2947,NA,NA
exhilarating but blatantly biased .,positive,2948,NA,NA
much of what we see is horrible but it's also undeniably exceedingly clever .,positive,2949,NA,NA
"it understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .",positive,2950,NA,NA
"ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer's memory .",positive,2951,NA,NA
. . . a thoughtful what-if for the heart as well as the mind .,positive,2952,NA,NA
"like its bizarre heroine , it irrigates our souls .",positive,2953,NA,NA
hawn and sarandon form an acting bond that makes the banger sisters a fascinating character study with laughs to spare .,positive,2954,NA,NA
a very capable nailbiter .,positive,2956,NA,NA
"because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin .",positive,2957,NA,NA
""" white oleander , "" the movie , is akin to a reader's digest condensed version of the source material .",positive,2958,NA,NA
it's like going to a house party and watching the host defend himself against a frothing ex-girlfriend . you don't want to call the cops . you want to call domino's .,positive,2959,NA,NA
"what's most refreshing about real women have curves is its unforced comedy-drama and its relaxed , natural-seeming actors .",positive,2960,NA,NA
"the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .",positive,2961,NA,NA
secretary is just too original to be ignored .,positive,2962,NA,NA
"that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .",positive,2963,NA,NA
"this isn't a stand up and cheer flick ; it's a sit down and ponder affair . and thanks to kline's superbly nuanced performance , that pondering is highly pleasurable .",positive,2965,NA,NA
"originality ain't on the menu , but there's never a dull moment in the giant spider invasion comic chiller .",positive,2966,NA,NA
"this one is not nearly as dreadful as expected . in fact , it's quite fun in places .",positive,2968,NA,NA
"with elements cribbed from lang's metropolis , welles' kane , and eisenstein's potemkin , the true wonder of rintar�'s metropolis is the number of lasting images all its own .",positive,2969,NA,NA
a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video .,positive,2970,NA,NA
the best of the pierce brosnan james bond films to date .,positive,2971,NA,NA
"thanks to a small star with big heart , this family film sequel is plenty of fun for all .",positive,2972,NA,NA
"while the now 72-year-old robert evans been slowed down by a stroke , he has at least one more story to tell : his own .",positive,2973,NA,NA
"it's about individual moments of mood , and an aimlessness that's actually sort of amazing .",positive,2974,NA,NA
"the people in jessica are so recognizable and true that , as in real life , we're never sure how things will work out .",positive,2975,NA,NA
a tone poem of transgression .,positive,2976,NA,NA
"creeps you out in high style , even if nakata did it better .",positive,2977,NA,NA
"visually engrossing , seldom hammy , honorably mexican and burns its kahlories with conviction .",positive,2979,NA,NA
this is christmas future for a lot of baby boomers .,positive,2980,NA,NA
"despite a quieter middle section , involving aragorn's dreams of arwen , this is even better than the fellowship . there are scenes of cinematic perfection that steal your heart away .",positive,2981,NA,NA
"spider-man is in the same category as x-men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .",positive,2982,NA,NA
the obnoxious title character provides the drama that gives added clout to this doc .,positive,2983,NA,NA
an enjoyable experience .,positive,2984,NA,NA
"anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .",positive,2985,NA,NA
"the fun of the movie is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .",positive,2986,NA,NA
"'si bien no logra desarrollarse como un gran drama , tampoco es tan superficial como muchas cintas que pecan de pretenciosas y que resultan totalmente banales . '",positive,2987,NA,NA
"saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .",positive,2988,NA,NA
"it's something of the ultimate scorsese film , with all the stomach-turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas .",positive,2989,NA,NA
"mr . caine and mr . fraser are the whole show here , with their memorable and resourceful performances .",positive,2990,NA,NA
a frustrating yet deeply watchable melodrama that makes you think it's a tougher picture than it is .,positive,2991,NA,NA
a giddy and provocative sexual romp that has something to say .,positive,2992,NA,NA
otto-sallies has a real filmmaker's eye .,positive,2994,NA,NA
"this is a smart movie that knows its classical music , knows its freud and knows its sade .",positive,2995,NA,NA
beautifully reclaiming the story of carmen and recreating it an in an african idiom .,positive,2997,NA,NA
a flawed but engrossing thriller .,positive,2999,NA,NA
"expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",positive,3001,NA,NA
"this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but ayres makes the right choices at every turn .",positive,3003,NA,NA
"what bloody sunday lacks in clarity , it makes up for with a great , fiery passion .",positive,3005,NA,NA
its adult themes of familial separation and societal betrayal are head and shoulders above much of the director's previous popcorn work .,positive,3006,NA,NA
director nancy savoca's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .,positive,3007,NA,NA
the film grows on you . and how .,positive,3008,NA,NA
one thing you have to give them credit for : the message of the movie is consistent with the messages espoused in the company's previous video work .,positive,3009,NA,NA
"as banal as the telling may be -- and at times , all my loved ones more than flirts with kitsch -- the tale commands attention .",positive,3011,NA,NA
"romantic comedy and dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here .",positive,3012,NA,NA
"with spy kids 2 : the island of lost dreams , however , robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .",positive,3016,NA,NA
"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story .",positive,3017,NA,NA
bouquet gives a performance that is masterly .,positive,3018,NA,NA
a poignant comedy that offers food for thought .,positive,3019,NA,NA
"if you're content with a clever pseudo-bio that manages to have a good time as it doles out pieces of the famous director's life , eisenstein delivers .",positive,3021,NA,NA
"this filmed tosca -- not the first , by the way -- is a pretty good job , if it's filmed tosca that you want . i'll stay with the stage versions , however , which bite cleaner , and deeper .",positive,3022,NA,NA
"while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting .",positive,3023,NA,NA
an engaging criminal romp that will have viewers guessing just who's being conned right up to the finale .,positive,3024,NA,NA
"'barbershop "" is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story .",positive,3028,NA,NA
a good thriller .,positive,3029,NA,NA
"tully is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience .",positive,3030,NA,NA
a glorious mess .,positive,3032,NA,NA
. . . the implication is kissinger may have decided that � when it comes to truncheoning � it's better to give than to receive .,positive,3033,NA,NA
kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope .,positive,3035,NA,NA
i had more fun watching spy than i had with most of the big summer movies .,positive,3036,NA,NA
"what lee does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america . . . sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight",positive,3037,NA,NA
"for those of an indulgent , slightly sunbaked and summery mind , sex and lucia may well prove diverting enough .",positive,3039,NA,NA
"a well-done film of a self-reflexive , philosophical nature .",positive,3041,NA,NA
"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare .",positive,3042,NA,NA
"the new insomnia is a surprisingly faithful remake of its chilly predecessor , and when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities .",positive,3044,NA,NA
a film in a class with spike lee's masterful do the right thing .,positive,3045,NA,NA
"jagger , stoppard and director michael apted . . . deliver a riveting and surprisingly romantic ride .",positive,3046,NA,NA
greengrass ( working from don mullan's script ) forgoes the larger socio-political picture of the situation in northern ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation .,positive,3047,NA,NA
a thought-provoking and often-funny drama about isolation .,positive,3048,NA,NA
"whatever one makes of its political edge , this is beautiful filmmaking from one of french cinema's master craftsmen .",positive,3049,NA,NA
"a perfectly respectable , perfectly inoffensive , easily forgettable film .",positive,3052,NA,NA
"romanek's themes are every bit as distinctive as his visuals . beyond the cleverness , the weirdness and the pristine camerawork , one hour photo is a sobering meditation on why we take pictures .",positive,3053,NA,NA
"seeing seinfeld at home as he watches his own appearance on letterman with a clinical eye reminds you that the key to stand-up is to always make it look easy , even though the reality is anything but .",positive,3054,NA,NA
speaks eloquently about the symbiotic relationship between art and life .,positive,3055,NA,NA
"the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims .",positive,3056,NA,NA
"the audacity to view one of shakespeare's better known tragedies as a dark comedy is , by itself , deserving of discussion .",positive,3057,NA,NA
the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers .,positive,3063,NA,NA
director charles stone iii applies more detail to the film's music than to the story line ; what's best about drumline is its energy .,positive,3065,NA,NA
a heroic tale of persistence that is sure to win viewers' hearts .,positive,3066,NA,NA
it's all a rather shapeless good time . . .,positive,3067,NA,NA
"has far more energy , wit and warmth than should be expected from any movie with a "" 2 "" at the end of its title .",positive,3068,NA,NA
a little better than sorcerer's stone .,positive,3069,NA,NA
a chilling movie without oppressive gore .,positive,3070,NA,NA
a uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot .,positive,3071,NA,NA
"if you like peace , you'll like promises .",positive,3072,NA,NA
"be prepared to cling to the edge of your seat , tense with suspense . the ring never lets you off the hook .",positive,3073,NA,NA
thumbs up to paxton for not falling into the hollywood trap and making a vanity project with nothing new to offer .,positive,3074,NA,NA
it's not the least of afghan tragedies that this noble warlord would be consigned to the dustbin of history .,positive,3078,NA,NA
"it's a lovely , sad dance highlighted by kwan's unique directing style .",positive,3079,NA,NA
"this is a visually stunning rumination on love , memory , history and the war between art and commerce .",positive,3081,NA,NA
"short-story quaint , touchingly mending a child's pain for his dead mother via communication with an old woman straight out of eudora welty .",positive,3082,NA,NA
a quiet family drama with a little bit of romance and a dose of darkness .,positive,3084,NA,NA
"the tasteful little revision works wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story's morals .",positive,3085,NA,NA
kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting .,positive,3086,NA,NA
one of the greatest films i've ever seen .,positive,3087,NA,NA
about as big a crowdpleaser as they possibly come .,positive,3089,NA,NA
bound to appeal to women looking for a howlingly trashy time .,positive,3090,NA,NA
"even these tales of just seven children seem at times too many , although in reality they are not enough . every child's story is what matters . this film can only point the way -- but thank goodness for this signpost .",positive,3091,NA,NA
a poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature .,positive,3092,NA,NA
vampire epic succeeds as spooky action-packed trash of the highest order .,positive,3094,NA,NA
"while somewhat less than it might have been , the film is a good one , and you've got to hand it to director george clooney for biting off such a big job the first time out .",positive,3096,NA,NA
like the chilled breath of oral storytelling frozen onto film .,positive,3097,NA,NA
a charmer from belgium .,positive,3098,NA,NA
"a wild , endearing , masterful documentary .",positive,3099,NA,NA
jackie chan movies are a guilty pleasure - he's easy to like and always leaves us laughing .,positive,3100,NA,NA
"brown sugar signals director rick famuyiwa's emergence as an articulate , grown-up voice in african-american cinema .",positive,3101,NA,NA
with exquisite craftsmanship . . . olivier assayas has fashioned an absorbing look at provincial bourgeois french society .,positive,3102,NA,NA
it's rare for any movie to be as subtle and touching as the son's room .,positive,3103,NA,NA
"it has a way of seeping into your consciousness , with lingering questions about what the film is really getting at .",positive,3104,NA,NA
[leigh] has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable .,positive,3106,NA,NA
"[d]espite its familiar subject matter , ice age is consistently amusing and engrossing . . .",positive,3107,NA,NA
the bottom line is the piece works brilliantly .,positive,3110,NA,NA
it was only a matter of time before some savvy producer saw the potential success inherent in the mixture of bullock bubble and hugh goo .,positive,3111,NA,NA
it is scott's convincing portrayal of roger the sad cad that really gives the film its oomph .,positive,3112,NA,NA
"while this movie , by necessity , lacks fellowship's heart , two towers outdoes its spectacle .",positive,3113,NA,NA
meyjes . . . has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics .,positive,3114,NA,NA
"para hitler , o mundo era sua tela ; e o horror , seu pincel . e max retrata este fato com elegante abandono , numa triste constata��o da realidade hist�rica .",positive,3115,NA,NA
"aside from rohmer's bold choices regarding point of view , the lady and the duke represents the filmmaker's lifelong concern with formalist experimentation in cinematic art .",positive,3116,NA,NA
"you wouldn't want to live waydowntown , but it is a hilarious place to visit .",positive,3119,NA,NA
"films are made of little moments . changing lanes tries for more . it doesn't reach them , but the effort is gratefully received .",positive,3120,NA,NA
"the story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me .",positive,3122,NA,NA
"a hard look at one man's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of claude chabrol .",positive,3124,NA,NA
neatly constructed thriller .,positive,3125,NA,NA
frequent flurries of creative belly laughs and genuinely enthusiastic performances . . . keep the movie slaloming through its hackneyed elements with enjoyable ease .,positive,3127,NA,NA
"at its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture .",positive,3128,NA,NA
"'possession , ' based on the book by a . s . byatt , demands that labute deal with the subject of love head-on ; trading in his cynicism for reverence and a little wit",positive,3129,NA,NA
"the plot of the comeback curlers isn't very interesting actually , but what i like about men with brooms and what is kind of special is how the film knows what's unique and quirky about canadians .",positive,3130,NA,NA
could this be the first major studio production shot on video tape instead of film ?,positive,3133,NA,NA
not since ghostbusters has a film used manhattan's architecture in such a gloriously goofy way .,positive,3134,NA,NA
as tricky and satisfying as any of david mamet's airless cinematic shell games .,positive,3135,NA,NA
cube's charisma and chemistry compensate for corniness and cliche .,positive,3137,NA,NA
"with lesser talents , high crimes would be entertaining , but forgettable . with freeman and judd , i'll at least remember their characters .",positive,3138,NA,NA
"as a director , paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip .",positive,3139,NA,NA
"the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill .",positive,3140,NA,NA
daughter from danang sticks with its subjects a little longer and tells a deeper story,positive,3141,NA,NA
a coming-of-age film that avoids the cartoonish clich�s and sneering humor of the genre as it provides a fresh view of an old type -- the uncertain girl on the brink of womanhood .,positive,3142,NA,NA
"barry convinces us he's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful .",positive,3145,NA,NA
"takes you by the face , strokes your cheeks and coos beseechingly at you : slow down , shake off your tensions and take this picture at its own breezy , distracted rhythms .",positive,3146,NA,NA
